job_title,company_location,datePublication,job_category,city,country,ID,Year,Month,Day,level,job_category_id,level_id
Data Analyst H/F,Greater Paris Metropolitan Region,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Scientist,Reims Grand Est France,2024-01-01,Data Scientist,Reims,France,1,2024,January,1,Not Specified,2,4
Junior Financial Business Analyst,Issy-les-Moulineaux Île-de-France France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Media Data intern,Paris Île-de-France France,2024-01-01,Other,Paris,France,1,2024,January,1,Not Specified,3,4
Data Scientist Assistant,Montpellier Occitanie France,2024-01-01,Data Scientist,Montpellier,France,1,2024,January,1,Not Specified,2,4
Alternance - Data Scientist / Data Analyst (H/F),Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data Scientist,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data Analyst,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Scientist Intern,Montpellier Occitanie France,2024-01-01,Data Scientist,Montpellier,France,1,2024,January,1,Not Specified,2,4
HR Data Analyst,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
HR DATA ANALYST H/F - CDI,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Tiktok production & Social Assistant,Paris Île-de-France France,2024-01-01,Other,Paris,France,1,2024,January,1,Not Specified,3,4
Business & Data Analyst - stage,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Analyst,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
DATA ANALYST POWER BI H/F,Marseille Provence-Alpes-Côte d'Azur France,2024-01-01,Business Intelligence Analyst,Marseille,France,1,2024,January,1,Not Specified,4,4
Data analyst F/H,Villejuif Île-de-France France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Data Scientist H/F,Bordeaux Nouvelle-Aquitaine France,2024-01-01,Data Scientist,Bordeaux,France,1,2024,January,1,Not Specified,2,4
GRADUATE PROGRAM - REGENERATIVE AGRICULTURE & DATA MANAGEMENT,Greater Reims Area,2024-01-01,Other,Reims,France,1,2024,January,1,Not Specified,3,4
Data Scientist (H/F) – Digital Factory,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Assistant d’Etudes Marketing H/F,Paris Île-de-France France,2024-01-01,Other,Paris,France,1,2024,January,1,Not Specified,3,4
R&D Data Analyst,Lille Hauts-de-France France,2024-01-01,Data Analyst,Lille,France,1,2024,January,1,Not Specified,1,4
R&D Data Analyst,Lyon Auvergne-Rhône-Alpes France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Data Analyst,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Apprentissage Data Analyste – Air France Industries H/F H/F,Occitanie France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Data scientist,Greater Paris Metropolitan Region,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Retail Performance Analyst Intern,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
ESG & Impact Analyst Internship,Lyon Auvergne-Rhône-Alpes France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Data analyst & Performance manager,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Alternance - Data Scientist junior,Marseille Provence-Alpes-Côte d'Azur France,2024-01-01,Data Scientist,Marseille,France,1,2024,January,1,Junior,2,1
Data Scientist/Data Analyst – Financial Risk Management (H/F),Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Battery Scientist (m/f/x),Toulouse Occitanie France,2024-01-01,Other,Toulouse,France,1,2024,January,1,Not Specified,3,4
Data Scientist - F/H,Sophia Antipolis Provence-Alpes-Côte d'Azur France,2024-01-01,Data Scientist,Unknown,France,1,2024,January,1,Not Specified,2,4
Business Controller Intern,Paris Île-de-France France,2024-01-01,Other,Paris,France,1,2024,January,1,Not Specified,3,4
DATA ANALYST,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Analyst,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Global Market Data Analyst,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
R&D Data Scientist - CDI,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Apprenti(e) Data Scientist,Marseille Provence-Alpes-Côte d'Azur France,2024-01-01,Data Scientist,Marseille,France,1,2024,January,1,Not Specified,2,4
Consultant(e) Data Scientist,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
HR Data Analyst,Montpellier Occitanie France,2024-01-01,Data Analyst,Montpellier,France,1,2024,January,1,Not Specified,1,4
Data Analyst H/F,Treize-Vents Pays de la Loire France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Business Data Analyst,Issy-les-Moulineaux Île-de-France France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Data Scientist,Issy-les-Moulineaux Île-de-France France,2024-01-01,Data Scientist,Unknown,France,1,2024,January,1,Not Specified,2,4
Data Scientist - CDI,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Head of Data Strategy & Growth,Neuilly-sur-Seine Île-de-France France,2024-01-01,Head of Products,Unknown,France,1,2024,January,1,Expert,5,3
Stage - Data Scientist - ML (H/F),Issy-les-Moulineaux Île-de-France France,2024-01-01,Data Scientist,Unknown,France,1,2024,January,1,Not Specified,2,4
Data Scientist - Paris,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data Analyst H/F,Villeneuve-d’Ascq Hauts-de-France France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Alternant Data Analyst HF,Limonest Auvergne-Rhône-Alpes France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Python Data Scientist/Analyst - LLM Project,France,2024-01-01,Python Developer,Unknown,France,1,2024,January,1,Not Specified,6,4
Data Analyst,Greater Paris Metropolitan Region,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Analyst Python (H/F),Paris Île-de-France France,2024-01-01,Python Developer,Paris,France,1,2024,January,1,Not Specified,6,4
Data Scientist en Alternance H/F,Morlaix Brittany France,2024-01-01,Data Scientist,Unknown,France,1,2024,January,1,Not Specified,2,4
Consultant Data & IA,10th arrondissement of Marseille France,2024-01-01,Other,Marseille,France,1,2024,January,1,Not Specified,3,4
Senior Data Product Analyst,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
R&D Data Scientist - CDI,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data Scientist IA H/F,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Consultant Data Science,Lyon Auvergne-Rhône-Alpes France,2024-01-01,Data Scientist,Unknown,France,1,2024,January,1,Not Specified,2,4
Internship  - Data Analyst,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
VP Chief Data Officer,Craponne Auvergne-Rhône-Alpes France,2024-01-01,Other,Unknown,France,1,2024,January,1,Not Specified,3,4
DATA ANALYST  - H/F,Lisieux Normandy France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Data Scientist,Greater Paris Metropolitan Region,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data Architect,Paris Île-de-France France,2024-01-01,Other,Paris,France,1,2024,January,1,Not Specified,3,4
Transportation Data Analyst (Citymapper),Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
CUSTOMER DATA ANALYST ASSISTANT (Alternance 12 mois),Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Analyst risques et contrôles (H/F),Metz Grand Est France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Data Analyst (H/F),Nancy Grand Est France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
BALENCIAGA – Intern Digital Data Analyst – September 2024 (F/M),Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Analyst H/F,Tours Centre-Val de Loire France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Data Scientist,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data Analyst (6-months internship),Greater Paris Metropolitan Region,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Scientist,Toulouse Occitanie France,2024-01-01,Data Scientist,Toulouse,France,1,2024,January,1,Not Specified,2,4
Electrochemist- SuperCapacitor Development (m/f/x),Toulouse Occitanie France,2024-01-01,Other,Toulouse,France,1,2024,January,1,Not Specified,3,4
Junior Data Analyst H/F,Cestas Nouvelle-Aquitaine France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Junior,1,1
VP Chief Data Officer,Craponne Auvergne-Rhône-Alpes France,2024-01-01,Other,Unknown,France,1,2024,January,1,Not Specified,3,4
Data Analyst H/F,Hauts-de-France France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Python Data Scientist - LLM Project,France,2024-01-01,Python Developer,Unknown,France,1,2024,January,1,Not Specified,6,4
Data Analyst (H/F),Reims Grand Est France,2024-01-01,Data Analyst,Reims,France,1,2024,January,1,Not Specified,1,4
Data Entry Specialist,French Guiana,2024-01-01,Data Entry Specialist,Guiana,France,1,2024,January,1,Not Specified,7,4
Data scientist,Lyon Auvergne-Rhône-Alpes France,2024-01-01,Data Scientist,Unknown,France,1,2024,January,1,Not Specified,2,4
Business Analyst Data,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Analyst F/H,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Senior Business Data Analyst,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Senior,1,2
Apprenti data analyst (H/F),Lille Hauts-de-France France,2024-01-01,Data Analyst,Lille,France,1,2024,January,1,Not Specified,1,4
Analyste risque quantitatif,Greater Paris Metropolitan Region,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
HR Business Analyst,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Scientist,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data analyst Power BI - Débutant H/F,Courbevoie Île-de-France France,2024-01-01,Business Intelligence Analyst,Unknown,France,1,2024,January,1,Not Specified,4,4
Internship  - Data Analyst,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Scientist F/H,St-Cloud Île-de-France France,2024-01-01,Data Scientist,Unknown,France,1,2024,January,1,Not Specified,2,4
Data Analyst - Alternance F/H,Nanterre Île-de-France France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
M&A and Special Projects Internship (Paris or Amsterdam),Paris Île-de-France France,2024-01-01,Other,Paris,France,1,2024,January,1,Not Specified,3,4
Senior Data Scientist,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Senior,2,2
Data Analyst F/H,Colmar Grand Est France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Data Scientist - CDI,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data analyst (alternance),Nantes Pays de la Loire France,2024-01-01,Data Analyst,Nantes,France,1,2024,January,1,Not Specified,1,4
Data analyst H/F,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Analyst H/F,Lyon Auvergne-Rhône-Alpes France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Data Scientist (H/F),Châteauneuf-sur-Isère Auvergne-Rhône-Alpes France,2024-01-01,Data Scientist,Unknown,France,1,2024,January,1,Not Specified,2,4
Data Scientist H/F,Lille Hauts-de-France France,2024-01-01,Data Scientist,Lille,France,1,2024,January,1,Not Specified,2,4
Data scientist (H/F),Biot Provence-Alpes-Côte d'Azur France,2024-01-01,Data Scientist,Unknown,France,1,2024,January,1,Not Specified,2,4
Junior Data Scientist - Casablanca,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Junior,2,1
Data Analyst Junior H/F - Apprentissage Bac+4/5,Noisy-le-Grand Île-de-France France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Junior,1,1
DATA SCIENTIST (H/F) - STAGE (6 MOIS) | TÉLÉTRAVAIL POSSIBLE,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data Entry Specialist,French Guiana,2024-01-01,Data Entry Specialist,Guiana,France,1,2024,January,1,Not Specified,7,4
Data Scientist - Data Analyst - Gestion des Risques Financiers H/F,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data Analyst H/F,Nantes Pays de la Loire France,2024-01-01,Data Analyst,Nantes,France,1,2024,January,1,Not Specified,1,4
Data Analyst Power Bi Asap H/F,Boulogne-Billancourt Île-de-France France,2024-01-01,Business Intelligence Analyst,Unknown,France,1,2024,January,1,Not Specified,4,4
Data Analyst Senior H/F,Lyon Auvergne-Rhône-Alpes France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Senior,1,2
Data Scientist F/H,Courbevoie Île-de-France France,2024-01-01,Data Scientist,Unknown,France,1,2024,January,1,Not Specified,2,4
Data Scientist,Boulogne-Billancourt Île-de-France France,2024-01-01,Data Scientist,Unknown,France,1,2024,January,1,Not Specified,2,4
Data Entry Specialist,French Guiana,2024-01-01,Data Entry Specialist,Guiana,France,1,2024,January,1,Not Specified,7,4
Data Analyst (H/F) en alternance,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Analyste Reporting Financier et Data H/F,Courbevoie Île-de-France France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Data scientist,Greater Toulouse Metropolitan Area,2024-01-01,Data Scientist,Toulouse,France,1,2024,January,1,Not Specified,2,4
Data Entry Specialist,French Guiana,2024-01-01,Data Entry Specialist,Guiana,France,1,2024,January,1,Not Specified,7,4
Data Entry Specialist,French Guiana,2024-01-01,Data Entry Specialist,Guiana,France,1,2024,January,1,Not Specified,7,4
R&amp;D Data Scientist - CDI,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data scientist,Greater Rennes Metropolitan Area,2024-01-01,Data Scientist,Rennes,France,1,2024,January,1,Not Specified,2,4
HR DATA ANALYST H/F - CDD,Évry Île-de-France France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Consultant Débutant Data Analyst en CDI - Paris - Septembre 2024 (F/H),Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Analyst,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data specialist H/F,Brunoy Île-de-France France,2024-01-01,Other,Unknown,France,1,2024,January,1,Not Specified,3,4
Alternance - Data Scientist Junior (H/F),Charenton-le-Pont Île-de-France France,2024-01-01,Data Scientist,Unknown,France,1,2024,January,1,Junior,2,1
"Apprenti data F/H
(Nouvelle fenêtre)",Cergy Île-de-France France,2024-01-01,Other,Unknown,France,1,2024,January,1,Not Specified,3,4
Data Scientist,France,2024-01-01,Data Scientist,Unknown,France,1,2024,January,1,Not Specified,2,4
Data Analyst – Paris France (H/F),Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data scientist,Greater Paris Metropolitan Region,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data Scientist,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data Analyst (F/M),Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Entry Specialist,French Guiana,2024-01-01,Data Entry Specialist,Guiana,France,1,2024,January,1,Not Specified,7,4
Une ou un data scientist,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
DATA SCIENTIST INTERN H/F (SEPT 2024),Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
DATA ANALYST,Faches-Thumesnil Hauts-de-France France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Spectralys Data Science,Asnières-sur-Seine Île-de-France France,2024-01-01,Data Scientist,Unknown,France,1,2024,January,1,Not Specified,2,4
Senior Data Scientist Customer Projects,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Senior,2,2
ALTERNANCE DATA ANALYST,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Business / DATA Analyst,Marseille Provence-Alpes-Côte d'Azur France,2024-01-01,Data Analyst,Marseille,France,1,2024,January,1,Not Specified,1,4
🇫🇷 Data Scientist Intern,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data Analyst - Game Industry,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Scientist - F/H,Valbonne Provence-Alpes-Côte d'Azur France,2024-01-01,Data Scientist,Unknown,France,1,2024,January,1,Not Specified,2,4
Data Analyst F/H - WEMA (H/F),Colmar Grand Est France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
MACHINE LEARNING RESEARCH INTERN,Paris Île-de-France France,2024-01-01,AI/ML Engineer,Paris,France,1,2024,January,1,Not Specified,8,4
Business Data Analyst (H/F),Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data scientist,Cachan Île-de-France France,2024-01-01,Data Scientist,Unknown,France,1,2024,January,1,Not Specified,2,4
Data Science Intern Customer Projects,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data Scientist - Paris,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data Analyst (H/F),Reims Grand Est France,2024-01-01,Data Analyst,Reims,France,1,2024,January,1,Not Specified,1,4
Data Analyst H/F,Maritime Alps Provence-Alpes-Côte d'Azur France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
ALTERNANCE - DATA SCIENTIST H/F,Montrouge Île-de-France France,2024-01-01,Data Scientist,Unknown,France,1,2024,January,1,Not Specified,2,4
Data Business Analyst,Greater Paris Metropolitan Region,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Manager Junior,Greater Paris Metropolitan Region,2024-01-01,Other,Paris,France,1,2024,January,1,Not Specified,3,4
Data Analyst (H/F) – Digital Factory,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Analyst (F/H),Tours Centre-Val de Loire France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Data Analyst H/F,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
DATA ANALYST POWER BI H/F,Marseille Provence-Alpes-Côte d'Azur France,2024-01-01,Business Intelligence Analyst,Marseille,France,1,2024,January,1,Not Specified,4,4
Data Protection Counsel,Issy-les-Moulineaux Île-de-France France,2024-01-01,Other,Unknown,France,1,2024,January,1,Not Specified,3,4
Data Scientist (H/F),Aix-en-Provence Provence-Alpes-Côte d'Azur France,2024-01-01,Data Scientist,Unknown,France,1,2024,January,1,Not Specified,2,4
Data Scientist H/F,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data Analyst H/F,Landerneau Brittany France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Data Scientist - IA Défense F/H,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data Analyst (H/F),Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Analyst (H/F),Île-de-France France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Sales Data Analyst Intern,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Analyst (F/H),Niort Nouvelle-Aquitaine France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Data scientist durabilité F/H,Ivry-sur-Seine Île-de-France France,2024-01-01,Business Intelligence Analyst,Unknown,France,1,2024,January,1,Not Specified,4,4
Business Analyst - Lille,Lille Hauts-de-France France,2024-01-01,Data Analyst,Lille,France,1,2024,January,1,Not Specified,1,4
Data Scientist H/F,Nantes Pays de la Loire France,2024-01-01,Data Scientist,Nantes,France,1,2024,January,1,Not Specified,2,4
Data Scientist,Greater Toulouse Metropolitan Area,2024-01-01,Data Scientist,Toulouse,France,1,2024,January,1,Not Specified,2,4
Data Scientist/Data Analyst - Gestion des Risques Financiers F/H - Système réseaux données (H/F),Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data analyst Python F/H - CDI -  Boulogne-Billancourt,Boulogne-Billancourt Île-de-France France,2024-01-01,Business Intelligence Analyst,Unknown,France,1,2024,January,1,Not Specified,4,4
Data Analyste H/F - SIEGE,Saint-Jean-de-Védas Occitanie France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
People Sustainability Analyst,Paris Île-de-France France,2024-01-01,Business Intelligence Analyst,Paris,France,1,2024,January,1,Not Specified,4,4
Data Analyst - Digital Economy – Connectivity Services and Infrastructures,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Analyst (H/F),Lille Hauts-de-France France,2024-01-01,Data Analyst,Lille,France,1,2024,January,1,Not Specified,1,4
Data scientist,Greater Bordeaux Metropolitan Area,2024-01-01,Data Scientist,Bordeaux,France,1,2024,January,1,Not Specified,2,4
Alternance Data analyst,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Analyst Risques & Contrôles,Metz Grand Est France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Assistante Data BI & Big Data - Alternance H/F,Clichy Île-de-France France,2024-01-01,Business Intelligence Analyst,Unknown,France,1,2024,January,1,Not Specified,4,4
Junior Data Scientist - Casablanca,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Junior,2,1
TALENTUEUX CONSULTANT BI / BIG DATA (H/F),Lille Hauts-de-France France,2024-01-01,Business Intelligence Analyst,Lille,France,1,2024,January,1,Not Specified,4,4
ALTERNANT DATA ANALYST H/F,Saint-Aignan-Grandlieu Pays de la Loire France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
DATA Analyst F/H CDI,Liévin Hauts-de-France France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Data Scientist H/F F/H,Colombes Île-de-France France,2024-01-01,Data Scientist,Unknown,France,1,2024,January,1,Not Specified,2,4
DATA SCIENTIST (H/F),Greater Paris Metropolitan Region,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Business Analyst Data - Médical,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Scientist,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
DATA Analyst - Alternance Alternance/Apprentissage (H/F),Reims Grand Est France,2024-01-01,Data Analyst,Reims,France,1,2024,January,1,Not Specified,1,4
Data Analyst F/H,Courbevoie Île-de-France France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Data Scientist Time Series H/F,Courbevoie Île-de-France France,2024-01-01,Data Scientist,Unknown,France,1,2024,January,1,Not Specified,2,4
Alternance - Assistant Data Quality,Paris Île-de-France France,2024-01-01,Other,Paris,France,1,2024,January,1,Not Specified,3,4
European Institutions: Data Scientist - AI/ML/NLP,Lille Hauts-de-France France,2024-01-01,Data Scientist,Lille,France,1,2024,January,1,Not Specified,2,4
Data Scientist H/F,Greater Paris Metropolitan Region,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data Scientist - IA Défense F/H,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data Analyst H/F,Lille Hauts-de-France France,2024-01-01,Data Analyst,Lille,France,1,2024,January,1,Not Specified,1,4
Data Scientist,Paris Île-de-France France,2024-01-01,Data Scientist,Paris,France,1,2024,January,1,Not Specified,2,4
Data Scientist H/F - Lyon,Lyon Auvergne-Rhône-Alpes France,2024-01-01,Data Scientist,Unknown,France,1,2024,January,1,Not Specified,2,4
Data Analyst H/F,Cercottes Centre-Val de Loire France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Data analyst H/F,Saint-Nazaire-des-Gardies Occitanie France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Analyste Data Marketing H/F,Rennes Brittany France,2024-01-01,Data Analyst,Rennes,France,1,2024,January,1,Not Specified,1,4
Data analyst H/F,Saint-Nazaire-des-Gardies Occitanie France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Analyste Data Marketing H/F,Rennes Brittany France,2024-01-01,Data Analyst,Rennes,France,1,2024,January,1,Not Specified,1,4
Data analyst en alternance - 10,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
Data Analyst - Marketing (h/f),Lyon Auvergne-Rhône-Alpes France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
IT Support,Paris Île-de-France France,2024-01-01,Other,Paris,France,1,2024,January,1,Not Specified,3,4
Data Scientist,Bordeaux Nouvelle-Aquitaine France,2024-01-01,Data Scientist,Bordeaux,France,1,2024,January,1,Not Specified,2,4
Data Analyst Specialist - Entry level,Paris Île-de-France France,2024-01-01,Data Analyst,Paris,France,1,2024,January,1,Not Specified,1,4
ALTERNANCE - Data analyst (H/F),Neuilly-sur-Marne Île-de-France France,2024-01-01,Data Analyst,Unknown,France,1,2024,January,1,Not Specified,1,4
Data analyst H/F,Greater Saint-Nazaire Area,2024-01-01,Data Analyst,Greater Saint-Nazaire Area,Unknown,1,2024,January,1,Not Specified,1,4
